"OSPF
Area-ID",排序用,區別,學校類型,單位別,單位名稱,"連線
方式",群別,"中華介接
VLAN-ID","電路附
掛編號",Caps_Auto,"英文
簡稱",TYC-VPN,,,,,,,,"4G WAN-IP
Cisco 899G 4G LTE",,,"實體IP段
DNS-1、NTP-1
IPV4(預設)","實體IP段
DNS-2、NTP-2
IPV4(預設)","新核發IPv4網段
vlan 101",,,,"虛擬IP段
DNS-1、NTP-1
IPV4(預設)","虛擬IP段
DNS-2、NTP-2
IPV4(預設)","教師行政段（行政辦公室、一般教室、印表機）
vlan 200 (202、204、206) (DHCP)",,,,,,"學生教學段（電腦教室、專科教室、印表機）
vlan 300 (DHCP)",,,,,,"Thin Client
vlan 400",,,,,,openstack VM,,,,,,MGMT for openstack VM,,,,,vCloud VM,,,,,,,MGMT for vCloud VM,,,,,"校園IP Phone (瑪凱電信)
vlan 240 (DHCP)",,,,"WIFI-AP (old Ruckus)
vlan 208 (DHCP)",,,,"WIFI-AP (new Ruckus)
vlan 210 (DHCP)",,,,"WIFI TYC_iTaiwan
vlan 212 (DHCP)",,,,,"WIFI TANetRoaming
vlan 214 (DHCP)",,,,,"WIFI TYC_STAFF
vlan 216 (DHCP)",,,,,"WIFI TYC_OpenID
vlan 218 (DHCP)",,,,,"WIFI eduroam
vlan 220 (DHCP)",,,,,"有線認證、TYC_FatAP
vlan 222 (DHCP)",,,,,"TYC_Learning (MAC Address認證)
vlan 224 (DHCP)",,,,,"校園核心路由交換器 Device MGT
vlan 900 (ospf)",,,,,"校園網路設備管理網段
vlan 910",,,
163,324,龜山區,01 一般,01國小,福源國小,"FTTB-300M
(5:1)",B,163,33YD000076,FYES,fyes,10.12.17.33,10.12.17.34,10.12.17.35,10.12.17.37,10.12.17.38,29,,,120.125.223.69,10.13.0.209,23,163.30.0.1,163.30.0.2,163.30.33.128,25,163.30.33.254,163.30.33.129 ~ 159,10.255.4.1,10.255.4.2,"10.37.12.0 
10.37.13.0 
10.37.14.0 
10.37.15.0",22,10.37.15.254,1008/1024,163.30.33.192 ~ 207,"固定IP區段 
10.37.12.1 ~ 50","10.45.12.0 
10.45.13.0 
10.45.14.0 
10.45.15.0",22,10.45.15.254,1008/1024,163.30.33.208 ~ 223,"固定IP區段 
10.45.12.1 ~ 50",10.77.12.0,22,10.77.15.254,1019/1024,,,10.241.67.0,24,10.241.67.254,250/256,163.30.33.224 ~ 235,163.30.33.248                          ,2163,10.251.67.0,24,10.251.67.254,250256,1163,10.245.67.0,24,10.245.67.254,250/256,163.30.33.236 ~ 247,163.30.33.249,3163,10.253.67.0,24,10.253.67.254,250256,"10.18.134.0 
10.18.135.0",23,10.18.135.254,500/512,10.63.68.0,24,10.63.68.254,249/256,10.49.68.0,24,10.49.68.254,249/256,10.87.12.0,22,10.87.15.254,1020/1024,120.125.197.16 ~ 19,10.53.68.0,24,10.53.68.254,249/256,,10.55.50.0,24,10.55.50.254,249/256,,10.57.50.0,24,10.57.50.254,249/256,,10.94.196.0,22,10.94.199.254,1020/1024,120.125.203.196 ~ 199,10.61.50.0,24,10.61.50.254,249/256,120.125.210.204 ~ 207,10.66.196.0,22,10.66.199.254,1020/1024,120.125.217.204 ~ 207,10.0.211.128,26,10.0.211.190,10.0.211.129,10.0.211.130,10.2.78.0,24,10.2.78.254,249/256
161,325,龜山區,01 一般,01國小,龜山國小,"FTTB-300M
(5:1)",B,161,33YD000045,KSES,kses,10.12.17.25,10.12.17.26,10.12.17.27,10.12.17.29,10.12.17.30,29,,,120.125.223.70,10.13.0.210,23,163.30.0.1,163.30.0.2,163.30.32.0,25,163.30.32.126,163.30.32.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.16.0 
10.37.17.0 
10.37.18.0 
10.37.19.0",22,10.37.19.254,1008/1024,163.30.32.64 ~ 79,"固定IP區段 
10.37.16.1 ~ 50","10.45.16.0 
10.45.17.0 
10.45.18.0 
10.45.19.0",22,10.45.19.254,1008/1024,163.30.32.80 ~ 95,"固定IP區段 
10.45.16.1 ~ 50",10.77.16.0,22,10.77.19.254,1019/1024,,,10.241.68.0,24,10.241.68.254,250/256,163.30.32.96 ~ 107,163.30.32.120                          ,2161,10.251.68.0,24,10.251.68.254,250256,1161,10.245.68.0,24,10.245.68.254,250/256,163.30.32.108 ~ 119,163.30.32.121,3161,10.253.68.0,24,10.253.68.254,250256,"10.18.136.0 
10.18.137.0",23,10.18.137.254,500/512,10.63.69.0,24,10.63.69.254,249/256,10.49.69.0,24,10.49.69.254,249/256,10.87.16.0,22,10.87.19.254,1020/1024,120.125.197.20 ~ 23,10.53.69.0,24,10.53.69.254,249/256,,10.55.49.0,24,10.55.49.254,249/256,,10.57.49.0,24,10.57.49.254,249/256,,10.94.192.0,22,10.94.195.254,1020/1024,120.125.203.192 ~ 195,10.61.49.0,24,10.61.49.254,249/256,120.125.210.200 ~ 203,10.66.192.0,22,10.66.195.254,1020/1024,120.125.217.200 ~ 203,10.0.211.192,26,10.0.211.254,10.0.211.193,10.0.211.194,10.2.79.0,24,10.2.79.254,249/256
156,326,龜山區,01 一般,01國小,樂善國小,"FTTB-300M
(5:1)",B,156,33YD000090,LESES,leses,10.12.17.81,10.12.17.82,10.12.17.83,10.12.17.85,10.12.17.86,29,,,120.125.223.71,10.13.0.211,23,163.30.0.1,163.30.0.2,163.30.36.128,25,163.30.36.254,163.30.36.129 ~ 159,10.255.4.1,10.255.4.2,"10.37.20.0 
10.37.21.0 
10.37.22.0 
10.37.23.0",22,10.37.23.254,1008/1024,163.30.36.192 ~ 207,"固定IP區段 
10.37.20.1 ~ 50","10.45.20.0 
10.45.21.0 
10.45.22.0 
10.45.23.0",22,10.45.23.254,1008/1024,163.30.36.208 ~ 223,"固定IP區段 
10.45.20.1 ~ 50",10.77.20.0,22,10.77.23.254,1019/1024,,,10.241.69.0,24,10.241.69.254,250/256,163.30.36.224 ~ 235,163.30.36.248                          ,2156,10.251.69.0,24,10.251.69.254,250256,1156,10.245.69.0,24,10.245.69.254,250/256,163.30.36.236 ~ 247,163.30.36.249,3156,10.253.69.0,24,10.253.69.254,250256,"10.18.138.0 
10.18.139.0",23,10.18.139.254,500/512,10.63.70.0,24,10.63.70.254,249/256,10.49.70.0,24,10.49.70.254,249/256,10.87.20.0,22,10.87.23.254,1020/1024,120.125.197.24 ~ 27,10.53.70.0,24,10.53.70.254,249/256,,10.55.40.0,24,10.55.40.254,249/256,,10.57.40.0,24,10.57.40.254,249/256,,10.94.156.0,22,10.94.159.254,1020/1024,120.125.203.156 ~ 159,10.61.40.0,24,10.61.40.254,249/256,120.125.210.164 ~ 167,10.66.156.0,22,10.66.159.254,1020/1024,120.125.217.164 ~ 167,10.0.212.0,26,10.0.212.62,10.0.212.1,10.0.212.2,10.2.80.0,24,10.2.80.254,249/256
150,327,龜山區,02 偏遠,01國小,龍壽國小,"FTTB-300M
(5:1)",B,150,33YD000073,LNSES,lnses,10.12.17.65,10.12.17.66,10.12.17.67,10.12.17.69,10.12.17.70,29,,,120.125.223.72,10.13.0.212,23,163.30.0.1,163.30.0.2,163.30.32.128,25,163.30.32.254,163.30.32.129 ~ 159,10.255.4.1,10.255.4.2,"10.37.24.0 
10.37.25.0 
10.37.26.0 
10.37.27.0",22,10.37.27.254,1008/1024,163.30.32.192 ~ 207,"固定IP區段 
10.37.24.1 ~ 50","10.45.24.0 
10.45.25.0 
10.45.26.0 
10.45.27.0",22,10.45.27.254,1008/1024,163.30.32.208 ~ 223,"固定IP區段 
10.45.24.1 ~ 50",10.77.24.0,22,10.77.27.254,1019/1024,,,10.241.70.0,24,10.241.70.254,250/256,163.30.32.224 ~ 235,163.30.32.248                          ,2150,10.251.70.0,24,10.251.70.254,250256,1150,10.245.70.0,24,10.245.70.254,250/256,163.30.32.236 ~ 247,163.30.32.249,3150,10.253.70.0,24,10.253.70.254,250256,"10.18.140.0 
10.18.141.0",23,10.18.141.254,500/512,10.63.71.0,24,10.63.71.254,249/256,10.49.71.0,24,10.49.71.254,249/256,10.87.24.0,22,10.87.27.254,1020/1024,120.125.197.28 ~ 31,10.53.71.0,24,10.53.71.254,249/256,,10.55.38.0,24,10.55.38.254,249/256,,10.57.38.0,24,10.57.38.254,249/256,,10.94.148.0,22,10.94.151.254,1020/1024,120.125.203.148 ~ 151,10.61.38.0,24,10.61.38.254,249/256,120.125.210.156 ~ 159,10.66.148.0,22,10.66.151.254,1020/1024,120.125.217.156 ~ 159,10.0.212.64,26,10.0.212.126,10.0.212.65,10.0.212.66,10.2.81.0,24,10.2.81.254,249/256
204,328,龜山區,01 一般,01國小,南美國小,"FTTB-300M
(5:1)",B,204,33YD000050,NMPS,nmps,10.12.21.105,10.12.21.106,10.12.21.107,10.12.21.109,10.12.21.110,29,,,120.125.223.73,10.13.0.213,23,163.30.0.1,163.30.0.2,163.30.78.0,25,163.30.78.126,163.30.78.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.28.0 
10.37.29.0 
10.37.30.0 
10.37.31.0",22,10.37.31.254,1008/1024,163.30.78.64 ~ 79,"固定IP區段 
10.37.28.1 ~ 50","10.45.28.0 
10.45.29.0 
10.45.30.0 
10.45.31.0",22,10.45.31.254,1008/1024,163.30.78.80 ~ 95,"固定IP區段 
10.45.28.1 ~ 50",10.77.28.0,22,10.77.31.254,1019/1024,,,10.241.71.0,24,10.241.71.254,250/256,163.30.78.96 ~ 107,163.30.78.120                          ,2204,10.251.71.0,24,10.251.71.254,250256,1204,10.245.71.0,24,10.245.71.254,250/256,163.30.78.108 ~ 119,163.30.78.121,3204,10.253.71.0,24,10.253.71.254,250256,"10.18.142.0 
10.18.143.0",23,10.18.143.254,500/512,10.63.72.0,24,10.63.72.254,249/256,10.49.72.0,24,10.49.72.254,249/256,10.87.28.0,22,10.87.31.254,1020/1024,120.125.197.32 ~ 35,10.53.72.0,24,10.53.72.254,249/256,,10.55.137.0,24,10.55.137.254,249/256,,10.57.137.0,24,10.57.137.254,249/256,,10.96.32.0,22,10.96.35.254,1020/1024,120.125.205.32 ~ 35,10.61.137.0,24,10.61.137.254,249/256,120.125.212.40 ~ 43,10.68.32.0,22,10.68.35.254,1020/1024,120.125.219.40 ~ 43,10.0.212.128,26,10.0.212.190,10.0.212.129,10.0.212.130,10.2.82.0,24,10.2.82.254,249/256
145,329,龜山區,01 一般,01國小,山頂國小,"FTTB-300M
(5:1)",B,145,33YD000099,SDPS,sdps,10.12.17.57,10.12.17.58,10.12.17.59,10.12.17.61,10.12.17.62,29,,,120.125.223.74,10.13.0.214,23,163.30.0.1,163.30.0.2,163.30.35.0,25,163.30.35.126,163.30.35.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.32.0 
10.37.33.0 
10.37.34.0 
10.37.35.0",22,10.37.35.254,1008/1024,163.30.35.64 ~ 79,"固定IP區段 
10.37.32.1 ~ 50","10.45.32.0 
10.45.33.0 
10.45.34.0 
10.45.35.0",22,10.45.35.254,1008/1024,163.30.35.80 ~ 95,"固定IP區段 
10.45.32.1 ~ 50",10.77.32.0,22,10.77.35.254,1019/1024,,,10.241.72.0,24,10.241.72.254,250/256,163.30.35.96 ~ 107,163.30.35.120                          ,2145,10.251.72.0,24,10.251.72.254,250256,1145,10.245.72.0,24,10.245.72.254,250/256,163.30.35.108 ~ 119,163.30.35.121,3145,10.253.72.0,24,10.253.72.254,250256,"10.18.144.0 
10.18.145.0",23,10.18.145.254,500/512,10.63.73.0,24,10.63.73.254,249/256,10.49.73.0,24,10.49.73.254,249/256,10.87.32.0,22,10.87.35.254,1020/1024,120.125.197.36 ~ 39,10.53.73.0,24,10.53.73.254,249/256,,10.55.140.0,24,10.55.140.254,249/256,,10.57.140.0,24,10.57.140.254,249/256,,10.96.44.0,22,10.96.47.254,1020/1024,120.125.205.44 ~ 47,10.61.140.0,24,10.61.140.254,249/256,120.125.212.52 ~ 55,10.68.44.0,22,10.68.47.254,1020/1024,120.125.219.52 ~ 55,10.0.212.192,26,10.0.212.254,10.0.212.193,10.0.212.194,10.2.83.0,24,10.2.83.254,249/256
148,330,龜山區,01 一般,01國小,壽山國小,"FTTB-300M
(5:1)",B,148,33YD000046,SSES,sses,10.12.17.17,10.12.17.18,10.12.17.19,10.12.17.21,10.12.17.22,29,,,120.125.223.75,10.13.0.215,23,163.30.0.1,163.30.0.2,163.30.33.0,25,163.30.33.126,163.30.33.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.36.0 
10.37.37.0 
10.37.38.0 
10.37.39.0",22,10.37.39.254,1008/1024,163.30.33.64 ~ 79,"固定IP區段 
10.37.36.1 ~ 50","10.45.36.0 
10.45.37.0 
10.45.38.0 
10.45.39.0",22,10.45.39.254,1008/1024,163.30.33.80 ~ 95,"固定IP區段 
10.45.36.1 ~ 50",10.77.36.0,22,10.77.39.254,1019/1024,,,10.241.73.0,24,10.241.73.254,250/256,163.30.33.96 ~ 107,163.30.33.120                          ,2148,10.251.73.0,24,10.251.73.254,250256,1148,10.245.73.0,24,10.245.73.254,250/256,163.30.33.108 ~ 119,163.30.33.121,3148,10.253.73.0,24,10.253.73.254,250256,"10.18.146.0 
10.18.147.0",23,10.18.147.254,500/512,10.63.74.0,24,10.63.74.254,249/256,10.49.74.0,24,10.49.74.254,249/256,10.87.36.0,22,10.87.39.254,1020/1024,120.125.197.40 ~ 43,10.53.74.0,24,10.53.74.254,249/256,,10.55.132.0,24,10.55.132.254,249/256,,10.57.132.0,24,10.57.132.254,249/256,,10.96.12.0,22,10.96.15.254,1020/1024,120.125.205.12 ~ 15,10.61.132.0,24,10.61.132.254,249/256,120.125.212.20 ~ 23,10.68.12.0,22,10.68.15.254,1020/1024,120.125.219.20 ~ 23,10.0.213.0,26,10.0.213.62,10.0.213.1,10.0.213.2,10.2.84.0,24,10.2.84.254,249/256
162,331,龜山區,01 一般,01國小,文華國小,"FTTB-300M
(5:1)",B,162,33YD000049,SSHES,sshes,10.12.17.105,10.12.17.106,10.12.17.107,10.12.17.109,10.12.17.110,29,,,120.125.223.76,10.13.0.216,23,163.30.0.1,163.30.0.2,163.30.38.0,25,163.30.38.126,163.30.38.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.40.0 
10.37.41.0 
10.37.42.0 
10.37.43.0",22,10.37.43.254,1008/1024,163.30.38.64 ~ 79,"固定IP區段 
10.37.40.1 ~ 50","10.45.40.0 
10.45.41.0 
10.45.42.0 
10.45.43.0",22,10.45.43.254,1008/1024,163.30.38.80 ~ 95,"固定IP區段 
10.45.40.1 ~ 50",10.77.40.0,22,10.77.43.254,1019/1024,,,10.241.74.0,24,10.241.74.254,250/256,163.30.38.96 ~ 107,163.30.38.120                          ,2162,10.251.74.0,24,10.251.74.254,250256,1162,10.245.74.0,24,10.245.74.254,250/256,163.30.38.108 ~ 119,163.30.38.121,3162,10.253.74.0,24,10.253.74.254,250256,"10.18.148.0 
10.18.149.0",23,10.18.149.254,500/512,10.63.75.0,24,10.63.75.254,249/256,10.49.75.0,24,10.49.75.254,249/256,10.87.40.0,22,10.87.43.254,1020/1024,120.125.197.44 ~ 47,10.53.75.0,24,10.53.75.254,249/256,,10.55.134.0,24,10.55.134.254,249/256,,10.57.134.0,24,10.57.134.254,249/256,,10.96.20.0,22,10.96.23.254,1020/1024,120.125.205.20 ~ 23,10.61.134.0,24,10.61.134.254,249/256,120.125.212.28 ~ 31,10.68.20.0,22,10.68.23.254,1020/1024,120.125.219.28 ~ 31,10.0.213.64,26,10.0.213.126,10.0.213.65,10.0.213.66,10.2.85.0,24,10.2.85.254,249/256
151,332,龜山區,01 一般,01國小,文欣國小,"FTTB-300M
(5:1)",B,151,33YD000124,WESES,weses,10.12.17.129,10.12.17.130,10.12.17.131,10.12.17.133,10.12.17.134,29,,,120.125.223.77,10.13.0.217,23,163.30.0.1,163.30.0.2,163.30.39.128,25,163.30.39.254,163.30.39.129 ~ 159,10.255.4.1,10.255.4.2,"10.37.44.0 
10.37.45.0 
10.37.46.0 
10.37.47.0",22,10.37.47.254,1008/1024,163.30.39.192 ~ 207,"固定IP區段 
10.37.44.1 ~ 50","10.45.44.0 
10.45.45.0 
10.45.46.0 
10.45.47.0",22,10.45.47.254,1008/1024,163.30.39.208 ~ 223,"固定IP區段 
10.45.44.1 ~ 50",10.77.44.0,22,10.77.47.254,1019/1024,,,10.241.75.0,24,10.241.75.254,250/256,163.30.39.224 ~ 235,163.30.39.248                          ,2151,10.251.75.0,24,10.251.75.254,250256,1151,10.245.75.0,24,10.245.75.254,250/256,163.30.39.236 ~ 247,163.30.39.249,3151,10.253.75.0,24,10.253.75.254,250256,"10.18.150.0 
10.18.151.0",23,10.18.151.254,500/512,10.63.76.0,24,10.63.76.254,249/256,10.49.76.0,24,10.49.76.254,249/256,10.87.44.0,22,10.87.47.254,1020/1024,120.125.197.48 ~ 51,10.53.76.0,24,10.53.76.254,249/256,,10.55.138.0,24,10.55.138.254,249/256,,10.57.138.0,24,10.57.138.254,249/256,,10.96.36.0,22,10.96.39.254,1020/1024,120.125.205.36 ~ 39,10.61.138.0,24,10.61.138.254,249/256,120.125.212.44 ~ 47,10.68.36.0,22,10.68.39.254,1020/1024,120.125.219.44 ~ 47,10.0.213.128,26,10.0.213.190,10.0.213.129,10.0.213.130,10.2.86.0,24,10.2.86.254,249/256
149,333,龜山區,01 一般,01國小,新路國小,"FTTB-300M
(5:1)",B,149,33YD000048,SLPS,slps,10.12.17.73,10.12.17.74,10.12.17.75,10.12.17.77,10.12.17.78,29,,,120.125.223.78,10.13.0.218,23,163.30.0.1,163.30.0.2,163.30.36.0,25,163.30.36.126,163.30.36.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.48.0 
10.37.49.0 
10.37.50.0 
10.37.51.0",22,10.37.51.254,1008/1024,163.30.36.64 ~ 79,"固定IP區段 
10.37.48.1 ~ 50","10.45.48.0 
10.45.49.0 
10.45.50.0 
10.45.51.0",22,10.45.51.254,1008/1024,163.30.36.80 ~ 95,"固定IP區段 
10.45.48.1 ~ 50",10.77.48.0,22,10.77.51.254,1019/1024,,,10.241.76.0,24,10.241.76.254,250/256,163.30.36.96 ~ 107,163.30.36.120                          ,2149,10.251.76.0,24,10.251.76.254,250256,1149,10.245.76.0,24,10.245.76.254,250/256,163.30.36.108 ~ 119,163.30.36.121,3149,10.253.76.0,24,10.253.76.254,250256,"10.18.152.0 
10.18.153.0",23,10.18.153.254,500/512,10.63.77.0,24,10.63.77.254,249/256,10.49.77.0,24,10.49.77.254,249/256,10.87.48.0,22,10.87.51.254,1020/1024,120.125.197.52 ~ 55,10.53.77.0,24,10.53.77.254,249/256,,10.54.93.0,24,10.54.93.254,249/256,,10.56.93.0,24,10.56.93.254,249/256,,10.91.112.0,22,10.91.115.254,1020/1024,120.125.200.112 ~ 115,10.60.93.0,24,10.60.93.254,249/256,120.125.207.112 ~ 115,10.63.112.0,22,10.63.115.254,1020/1024,120.125.214.112 ~ 115,10.0.213.192,26,10.0.213.254,10.0.213.193,10.0.213.194,10.2.87.0,24,10.2.87.254,249/256
157,334,龜山區,01 一般,01國小,幸福國小,"FTTB-300M
(5:1)",B,157,33YD000085,HFPS,hfps,10.12.17.97,10.12.17.98,10.12.17.99,10.12.17.101,10.12.17.102,29,,,120.125.223.79,10.13.0.219,23,163.30.0.1,163.30.0.2,163.30.37.128,25,163.30.37.254,163.30.37.129 ~ 159,10.255.4.1,10.255.4.2,"10.37.52.0 
10.37.53.0 
10.37.54.0 
10.37.55.0",22,10.37.55.254,1008/1024,163.30.37.192 ~ 207,"固定IP區段 
10.37.52.1 ~ 50","10.45.52.0 
10.45.53.0 
10.45.54.0 
10.45.55.0",22,10.45.55.254,1008/1024,163.30.37.208 ~ 223,"固定IP區段 
10.45.52.1 ~ 50",10.77.52.0,22,10.77.55.254,1019/1024,,,10.241.77.0,24,10.241.77.254,250/256,163.30.37.224 ~ 235,163.30.37.248                          ,2157,10.251.77.0,24,10.251.77.254,250256,1157,10.245.77.0,24,10.245.77.254,250/256,163.30.37.236 ~ 247,163.30.37.249,3157,10.253.77.0,24,10.253.77.254,250256,"10.18.154.0 
10.18.155.0",23,10.18.155.254,500/512,10.63.78.0,24,10.63.78.254,249/256,10.49.78.0,24,10.49.78.254,249/256,10.87.52.0,22,10.87.55.254,1020/1024,120.125.197.56 ~ 59,10.53.78.0,24,10.53.78.254,249/256,,10.54.241.0,24,10.54.241.254,249/256,,10.56.241.0,24,10.56.241.254,249/256,,10.93.192.0,22,10.93.195.254,1020/1024,120.125.202.192 ~ 195,10.60.241.0,24,10.60.241.254,249/256,120.125.209.200 ~ 203,10.65.192.0,22,10.65.195.254,1020/1024,120.125.216.200 ~ 203,10.0.214.0,26,10.0.214.62,10.0.214.1,10.0.214.2,10.2.88.0,24,10.2.88.254,249/256
154,335,龜山區,01 一般,01國小,長庚國小,"FTTB-300M
(5:1)",B,154,33YD000160,CGPS,cgps,10.12.17.145,10.12.17.146,10.12.17.147,10.12.17.149,10.12.17.150,29,,,120.125.223.80,10.13.0.220,23,163.30.0.1,163.30.0.2,163.30.40.0,25,163.30.40.126,163.30.40.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.56.0 
10.37.57.0 
10.37.58.0 
10.37.59.0",22,10.37.59.254,1008/1024,163.30.40.64 ~ 79,"固定IP區段 
10.37.56.1 ~ 50","10.45.56.0 
10.45.57.0 
10.45.58.0 
10.45.59.0",22,10.45.59.254,1008/1024,163.30.40.80 ~ 95,"固定IP區段 
10.45.56.1 ~ 50",10.77.56.0,22,10.77.59.254,1019/1024,,,10.241.78.0,24,10.241.78.254,250/256,163.30.40.96 ~ 107,163.30.40.120                          ,2154,10.251.78.0,24,10.251.78.254,250256,1154,10.245.78.0,24,10.245.78.254,250/256,163.30.40.108 ~ 119,163.30.40.121,3154,10.253.78.0,24,10.253.78.254,250256,"10.18.156.0 
10.18.157.0",23,10.18.157.254,500/512,10.63.79.0,24,10.63.79.254,249/256,10.49.79.0,24,10.49.79.254,249/256,10.87.56.0,22,10.87.59.254,1020/1024,120.125.197.60 ~ 63,10.53.79.0,24,10.53.79.254,249/256,,10.54.100.0,24,10.54.100.254,249/256,,10.56.100.0,24,10.56.100.254,249/256,,10.91.140.0,22,10.91.143.254,1020/1024,120.125.200.140 ~ 143,10.60.100.0,24,10.60.100.254,249/256,120.125.207.140 ~ 143,10.63.140.0,22,10.63.143.254,1020/1024,120.125.214.140 ~ 143,10.0.214.64,26,10.0.214.126,10.0.214.65,10.0.214.66,10.2.89.0,24,10.2.89.254,249/256
147,336,龜山區,01 一般,01國小,自強國小,"FTTB-300M
(5:1)",B,147,33YD000059,ZQES,zqes,10.12.17.121,10.12.17.122,10.12.17.123,10.12.17.125,10.12.17.126,29,,,120.125.223.81,10.13.0.221,23,163.30.0.1,163.30.0.2,163.30.39.0,25,163.30.39.126,163.30.39.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.60.0 
10.37.61.0 
10.37.62.0 
10.37.63.0",22,10.37.63.254,1008/1024,163.30.39.64 ~ 79,"固定IP區段 
10.37.60.1 ~ 50","10.45.60.0 
10.45.61.0 
10.45.62.0 
10.45.63.0",22,10.45.63.254,1008/1024,163.30.39.80 ~ 95,"固定IP區段 
10.45.60.1 ~ 50",10.77.60.0,22,10.77.63.254,1019/1024,,,10.241.79.0,24,10.241.79.254,250/256,163.30.39.96 ~ 107,163.30.39.120                          ,2147,10.251.79.0,24,10.251.79.254,250256,1147,10.245.79.0,24,10.245.79.254,250/256,163.30.39.108 ~ 119,163.30.39.121,3147,10.253.79.0,24,10.253.79.254,250256,"10.18.158.0 
10.18.159.0",23,10.18.159.254,500/512,10.63.80.0,24,10.63.80.254,249/256,10.49.80.0,24,10.49.80.254,249/256,10.87.60.0,22,10.87.63.254,1020/1024,120.125.197.64 ~ 67,10.53.80.0,24,10.53.80.254,249/256,,10.55.141.0,24,10.55.141.254,249/256,,10.57.141.0,24,10.57.141.254,249/256,,10.96.48.0,22,10.96.51.254,1020/1024,120.125.205.48 ~ 51,10.61.141.0,24,10.61.141.254,249/256,120.125.212.56 ~ 59,10.68.48.0,22,10.68.51.254,1020/1024,120.125.219.56 ~ 59,10.0.214.128,26,10.0.214.190,10.0.214.129,10.0.214.130,10.2.90.0,24,10.2.90.254,249/256
158,337,龜山區,02 偏遠,03國中,大崗國中,"FTTB-300M
(5:1)",B,158,33YD000053,DGJH,dgjh,10.12.17.9,10.12.17.10,10.12.17.11,10.12.17.13,10.12.17.14,29,,,120.125.223.82,10.13.0.222,23,163.30.0.1,163.30.0.2,163.30.42.128,25,163.30.42.254,163.30.42.129 ~ 159,10.255.4.1,10.255.4.2,"10.37.64.0 
10.37.65.0 
10.37.66.0 
10.37.67.0",22,10.37.67.254,1008/1024,163.30.42.192 ~ 207,"固定IP區段 
10.37.64.1 ~ 50","10.45.64.0 
10.45.65.0 
10.45.66.0 
10.45.67.0",22,10.45.67.254,1008/1024,163.30.42.208 ~ 223,"固定IP區段 
10.45.64.1 ~ 50",10.77.64.0,22,10.77.67.254,1019/1024,,,10.241.80.0,24,10.241.80.254,250/256,163.30.42.224 ~ 235,163.30.42.248                          ,2158,10.251.80.0,24,10.251.80.254,250256,1158,10.245.80.0,24,10.245.80.254,250/256,163.30.42.236 ~ 247,163.30.42.249,3158,10.253.80.0,24,10.253.80.254,250256,"10.18.160.0 
10.18.161.0",23,10.18.161.254,500/512,10.63.81.0,24,10.63.81.254,249/256,10.49.81.0,24,10.49.81.254,249/256,10.87.64.0,22,10.87.67.254,1020/1024,120.125.197.68 ~ 71,10.53.81.0,24,10.53.81.254,249/256,,10.55.146.0,24,10.55.146.254,249/256,,10.57.146.0,24,10.57.146.254,249/256,,10.96.68.0,22,10.96.71.254,1020/1024,120.125.205.68 ~ 71,10.61.146.0,24,10.61.146.254,249/256,120.125.212.76 ~ 79,10.68.68.0,22,10.68.71.254,1020/1024,120.125.219.76 ~ 79,10.0.214.192,26,10.0.214.254,10.0.214.193,10.0.214.194,10.2.91.0,24,10.2.91.254,249/256
155,338,龜山區,01 一般,03國中,龜山國中,"FTTB-300M
(5:1)",B,155,33YD000146,GSJH,gsjh,10.12.17.137,10.12.17.138,10.12.17.139,10.12.17.141,10.12.17.142,29,,,120.125.223.83,10.13.0.223,23,163.30.0.1,163.30.0.2,163.30.42.0,25,163.30.42.126,163.30.42.1 ~ 31,10.255.4.1,10.255.4.2,"10.37.68.0 
10.37.69.0 
10.37.70.0 
10.37.71.0",22,10.37.71.254,1008/1024,163.30.42.64 ~ 79,"固定IP區段 
10.37.68.1 ~ 50","10.45.68.0 
10.45.69.0 
10.45.70.0 
10.45.71.0",22,10.45.71.254,1008/1024,163.30.42.80 ~ 95,"固定IP區段 
10.45.68.1 ~ 50",10.77.68.0,22,10.77.71.254,1019/1024,,,10.241.81.0,24,10.241.81.254,250/256,163.30.42.96 ~ 107,163.30.42.120                          ,2155,10.251.81.0,24,10.251.81.254,250256,1155,10.245.81.0,24,10.245.81.254,250/256,163.30.42.108 ~ 119,163.30.42.121,3155,10.253.81.0,24,10.253.81.254,250256,"10.18.162.0 
10.18.163.0",23,10.18.163.254,500/512,10.63.82.0,24,10.63.82.254,249/256,10.49.82.0,24,10.49.82.254,249/256,10.87.68.0,22,10.87.71.254,1020/1024,120.125.197.72 ~ 75,10.53.82.0,24,10.53.82.254,249/256,,10.55.147.0,24,10.55.147.254,249/256,,10.57.147.0,24,10.57.147.254,249/256,,10.96.72.0,22,10.96.75.254,1020/1024,120.125.205.72 ~ 75,10.61.147.0,24,10.61.147.254,249/256,120.125.212.80 ~ 83,10.68.72.0,22,10.68.75.254,1020/1024,120.125.219.80 ~ 83,10.0.215.0,26,10.0.215.62,10.0.215.1,10.0.215.2,10.2.92.0,24,10.2.92.254,249/256
